order_id,order_date,order_month,order_year,customer_name,product_name,category,quantity,price,discount,net_revenue,profit
3941,2025-12-23,December,2025,"Shaurya sachdev","Sony WH-1000XM5",Electronics,6,20242.16,NULL,NULL,NULL
598,2025-07-09,July,2025,"Shaurya sachdev","LAKME LIPSTICK",Beauty,1,99999.99,NULL,NULL,NULL
598,2025-07-09,July,2025,"Shaurya sachdev","Prestige Induction Cooktop","Home & Kitchen",2,99999.99,41.67,199958.31,120760.43
598,2025-07-09,July,2025,"Shaurya sachdev","Atomic Habits",Books,9,7670.90,0.00,69038.10,4813.20
2113,2024-09-08,September,2024,"Tejas master","Titan Watch",Others,10,37877.21,35.55,378736.55,240796.35
3927,2025-10-23,October,2025,"Jagvi deo","WOW Hair Oil",Beauty,1,5034.45,NULL,NULL,NULL
2587,2024-08-13,August,2024,"Michael kapadia","Logitech MX Master 3",Electronics,999,19399.18,12.70,19379768.12,-16547518.63
587,2025-01-30,January,2025,"Michael kapadia","apple airpods pro",Electronics,2,4813.76,27.29,9600.23,-39600.33
587,2025-01-30,January,2025,"Michael kapadia","Nike Running Shoes",Sports,9,28313.73,110.00,254713.57,121542.55
587,2025-01-30,January,2025,"Michael kapadia","Wings of Fire",Books,3,29806.22,16.09,89402.57,6283.07
3523,2026-01-15,January,2026,"Oeshi char","Psychology of Money",Books,1,99999.99,NULL,NULL,NULL
1608,2024-11-07,November,2024,"Oeshi char","LAKME LIPSTICK",Beauty,999,16561.51,1.88,16544946.61,-10976444.45
1464,2024-05-07,May,2024,"Oeshi char","Philips Air Fryer","Home & Kitchen",999,9468.37,NULL,NULL,NULL
3361,2025-01-29,January,2025,"Odika kurian","Cosco Basketball",Sports,6,27654.71,26.36,165901.90,115535.26
1956,1900-01-01,January,1900,"Chanakya bobal","Realme Buds Air 3",Electronics,9,10000.00,43.48,89956.52,-21552.40
1956,1900-01-01,January,1900,"Chanakya bobal","Levis 511 Jeans",Clothing,3,36581.33,-10.00,109753.99,36459.67
510,2024-09-02,September,2024,"Chanakya bobal","Nike Running Shoes",Sports,7,31913.01,-10.00,223401.07,-23783.21
3822,2024-05-16,May,2024,"rishi issac","Cosco Basketball",Sports,8,17703.34,7.64,141619.08,74463.56
167,2024-09-11,September,2024,"rishi issac","BOLDFIT YOGA MAT",Sports,4,10000.00,37.28,39962.72,-111863.84
167,2024-09-11,September,2024,"rishi issac","Psychology of Money",Books,7,7192.16,-10.00,50355.12,-6443.16
911,2026-01-16,January,2026,"megha sha","Tata Tea 1kg",Grocery,7,4876.63,-10.00,34146.41,-35853.59
992,2027-11-19,November,2027,"Nilima dua","Cosco Basketball",Sports,5,29602.68,110.00,147903.40,146601.40
992,2027-11-19,November,2027,"Nilima dua","h&m basic t-shirt",Clothing,4,17837.47,10.96,71338.92,46166.48
992,2027-11-19,November,2027,"Nilima dua","Apple AirPods Pro",Electronics,2,16908.21,18.61,33797.81,-11222.45
456,2024-10-15,October,2024,"Nilima dua","Wings of Fire",Books,4,99999.99,-10.00,400009.96,360009.96
456,2024-10-15,October,2024,"Nilima dua","Realme Buds Air 3",Electronics,2,38775.40,NULL,NULL,NULL
456,2024-10-15,October,2024,"Nilima dua","Milton Flask","Home & Kitchen",3,12279.49,58.52,36779.95,-16657.40
456,2024-10-15,October,2024,"Nilima dua","fire-boltt phoenix",Electronics,1,4483.00,56.27,4426.73,-5573.27
3823,2025-03-10,March,2025,"Mahika warrior","Realme Buds Air 3",Electronics,NULL,30096.44,9.21,NULL,NULL
2898,2025-02-19,February,2025,"Mahika warrior","BOLDFIT YOGA MAT",Sports,4,12079.50,41.83,48276.17,-79843.23
2059,0000-00-00,NULL,0,"Mahika warrior","Prestige Induction Cooktop","Home & Kitchen",3,25591.74,110.00,76665.22,57925.93
2059,0000-00-00,NULL,0,"Mahika warrior","Nike Running Shoes",Sports,2,4194.07,52.10,8336.04,-62288.04
2059,0000-00-00,NULL,0,"Mahika warrior","Sony WH-1000XM5",Electronics,8,10000.00,43.03,79956.97,-127254.95
1083,2025-12-24,December,2025,"Praneel sengupta","Funskool Monopoly",Toys,6,27758.24,23.52,166525.92,106525.92
96,2025-12-04,December,2025,"Praneel sengupta","W Women Kurta",Clothing,9,10000.00,NULL,NULL,NULL
3252,2024-12-26,December,2024,"Michael lad","FUNSKOOL MONOPOLY",Toys,5,15789.75,56.56,78892.19,-126664.96
741,2024-10-15,October,2024,"Michael lad","Tata Tea 1kg",Grocery,9,3886.74,55.61,34925.05,-28262.24
2161,2026-03-01,March,2026,"Ria sahni","Funskool Monopoly",Toys,4,10116.66,0.45,40466.19,-79229.97
2161,2026-03-01,March,2026,"Ria sahni","Funskool Monopoly",Toys,1,5551.63,4.00,5547.63,-26855.39
384,2025-06-23,June,2025,"Ria sahni","WINGS OF FIRE",Books,9,10000.00,50.09,89949.91,-122330.84
2817,2025-11-09,November,2025,"Sneha chaudhary","Redmi Note 13",Electronics,6,20375.21,40.77,122210.49,-41740.95
2534,2024-04-12,April,2024,"Sneha chaudhary","Logitech MX Master 3",Electronics,6,28925.48,110.00,173442.88,25564.42
2534,2024-04-12,April,2024,"Sneha chaudhary","Psychology of Money",Books,9,17092.35,59.72,153771.43,62097.34
3246,2025-11-18,November,2025,"Bhavani jain","Levis 511 Jeans",Clothing,999,3547.97,-10.00,3544432.03,-18401699.87
3246,2025-11-18,November,2025,"Bhavani jain","Samsung Galaxy A54",Electronics,999,99999.99,34.85,99899955.16,62518573.96
3246,2025-11-18,November,2025,"Bhavani jain","Samsung Galaxy A54",Electronics,10,5471.42,NULL,NULL,NULL
3246,2025-11-18,November,2025,"Bhavani jain","Funskool Monopoly",Toys,1,37675.36,0.00,37675.36,32859.93
341,2025-11-05,November,2025,"Bhavani jain","OnePlus Nord CE3",Electronics,1,19306.44,110.00,19196.44,3430.17
3423,2025-04-15,April,2025,"Ansh baral","Redmi Note 13",Electronics,5,10158.81,51.45,50742.60,742.60
2567,2028-07-15,July,2028,"Januja gill","Funskool Monopoly",Toys,8,10000.00,0.00,80000.00,-179224.16
1115,2024-11-14,November,2024,"Januja gill","Realme Buds Air 3",Electronics,NULL,2431.47,0.00,NULL,NULL
3846,2024-07-09,July,2024,"Tamanna nazareth","h&m basic t-shirt",Clothing,6,10000.00,30.00,59970.00,-36626.28
3846,2024-07-09,July,2024,"Tamanna nazareth","Funskool Monopoly",Toys,NULL,14740.25,55.73,NULL,NULL
3539,2025-02-05,February,2025,"Tamanna nazareth","Apple AirPods Pro",Electronics,3,38989.61,55.22,116913.61,4211.20
3188,2025-12-17,December,2025,"Devansh ravi","Lenovo IdeaPad Slim 3",Electronics,10,32588.14,6.06,325875.34,-50331.76
3188,2025-12-17,December,2025,"Devansh ravi","WOW Hair Oil",Beauty,6,10000.00,110.00,59890.00,-28574.12
1094,2024-12-28,December,2024,"Devansh ravi","Logitech MX Master 3",Electronics,999,20909.39,46.44,20888434.17,-978111555.84
1094,2024-12-28,December,2024,"Devansh ravi","FUNSKOOL MONOPOLY",Toys,2,11804.99,NULL,NULL,NULL
3207,2028-10-31,October,2028,123,"Lakme Lipstick",Beauty,8,21972.68,-10.00,175791.44,3573.76
3207,2028-10-31,October,2028,123,"Philips Air Fryer","Home & Kitchen",NULL,20084.09,110.00,NULL,NULL
2153,2024-11-29,November,2024,123,"Levis 511 Jeans",Clothing,6,99999.99,42.42,599957.52,539957.52
2900,2026-02-03,February,2026,"Siya deo","Mamaearth Face Wash",Beauty,NULL,10000.00,55.30,NULL,NULL
2259,2025-12-13,December,2025,"Siya deo","Sony WH-1000XM5",Electronics,5,19071.64,58.37,95299.83,45594.73
2259,2025-12-13,December,2025,"Siya deo","Samsung Galaxy A54",Electronics,4,16832.67,-10.00,67340.68,53044.68
3072,2026-03-17,March,2026,"Samuel chadha","Atomic Habits",Books,9,17225.25,20.24,155007.01,-137139.47
2086,2025-07-01,July,2025,"Samuel chadha","H&M Basic T-Shirt",Clothing,1,18300.56,44.45,18256.11,-34639.17
1727,2025-11-10,November,2025,"Samuel chadha","apple airpods pro",Electronics,3,38002.07,-10.00,114016.21,40215.37
3404,2024-09-25,September,2024,"Sneha uppal","TATA TEA 1KG",Grocery,1,10000.00,7.19,9992.81,6455.93
3404,2024-09-25,September,2024,"Sneha uppal","Funskool Monopoly",Toys,1,10000.00,32.31,9967.69,7449.24
2995,2025-01-18,January,2025,"Sneha uppal","Redmi Note 13",Electronics,10,10000.00,26.34,99973.66,-173278.74
2211,2026-06-19,June,2026,"Darika agate","Allen Solly Formal Shirt",Clothing,999,99999.99,46.14,99899943.87,72725055.96
1678,2025-02-07,February,2025,"Darika agate","fire-boltt phoenix",Electronics,8,12021.15,19.52,96149.68,16149.68
92,2025-08-25,August,2025,"Darika agate","Milton Flask","Home & Kitchen",7,39323.96,110.00,275157.72,37803.89
3317,2024-05-16,May,2024,"Jai varty","W Women Kurta",Clothing,10,21783.03,48.78,217781.52,117781.52
939,2025-08-02,August,2025,"Jai varty","Funskool Monopoly",Toys,2,18666.33,3.33,37329.33,27698.47
835,2025-02-09,February,2025,"Jai varty","Tata Tea 1kg",Grocery,2,30870.76,46.82,61694.70,7673.98
835,2025-02-09,February,2025,"Jai varty","boldfit yoga mat",Sports,8,10000.00,48.24,79951.76,-84111.68
3873,2026-03-21,March,2026,"Kabir raju","Lakme Lipstick",Beauty,5,28844.63,36.00,144187.15,94187.15
3873,2026-03-21,March,2026,"Kabir raju","Tata Tea 1kg",Grocery,3,29290.24,48.95,87821.77,57821.77
1287,2025-05-29,May,2025,"Kabir raju","boAt Rockerz 450",Electronics,5,10000.00,18.59,49981.41,-48539.24
2087,2024-07-05,July,2024,"Kritika sheth","Logitech MX Master 3",Electronics,6,36478.54,NULL,NULL,NULL
180,2025-10-15,October,2025,"Yasti thakur","Tata Tea 1kg",Grocery,7,11697.00,6.80,81872.20,11872.20
180,2025-10-15,October,2025,"Yasti thakur","Psychology of Money",Books,1,10000.00,17.95,9982.05,-203.96
180,2025-10-15,October,2025,"Yasti thakur","Milton Flask","Home & Kitchen",10,10000.00,0.00,100000.00,-78124.50
3372,2024-04-14,April,2024,"Yamini ben","Titan Watch",Others,1,266.70,58.86,207.84,-6705.55
677,2024-09-18,September,2024,"Yamini ben","Lenovo IdeaPad Slim 3",Electronics,6,99999.99,110.00,599889.94,-5400110.00
3619,2024-12-06,December,2024,"Kamala bhagat","Samsung Galaxy A54",Electronics,NULL,20011.96,36.44,NULL,NULL
1030,2025-02-26,February,2025,"Zaitra chanda","Psychology of Money",Books,1,29294.96,52.74,29242.22,21128.18
1030,2025-02-26,February,2025,"Zaitra chanda","Sony WH-1000XM5",Electronics,2,23911.85,110.00,47713.70,-4089.28
1002,0000-00-00,NULL,0,"Hiral swaminathan","Sony WH-1000XM5",Electronics,10,3768.81,56.00,37632.10,-263315.20
3284,2025-05-27,May,2025,"Ikshita nanda","Atomic Habits",Books,4,10000.00,38.02,39961.98,-46865.62
526,2025-07-29,July,2025,"Ikshita nanda","Prestige Induction Cooktop","Home & Kitchen",1,16427.16,110.00,16317.16,10070.73
526,2025-07-29,July,2025,"Ikshita nanda","WOW Hair Oil",Beauty,6,3180.03,32.50,19047.68,-214616.26
2454,2024-08-27,August,2024,"Fitan anne","BOLDFIT YOGA MAT",Sports,5,10000.00,32.21,49967.79,-12003.61
1088,2024-11-24,November,2024,"Fitan anne","Titan Watch",Others,5,10000.00,0.00,50000.00,30056.95
3940,2025-03-12,March,2025,"Aadi cheema","W Women Kurta",Clothing,9,13582.17,52.12,122187.41,-132172.30
3954,2025-12-26,December,2025,"Shaurya bhasin","Allen Solly Formal Shirt",Clothing,NULL,30266.61,47.38,NULL,NULL
2391,2025-08-07,August,2025,"Shaurya bhasin","Philips Air Fryer","Home & Kitchen",4,8358.03,110.00,33322.12,-6677.88
2096,2025-11-14,November,2025,"Shaurya bhasin","boAt Rockerz 450",Electronics,1,35332.80,33.27,35299.53,25299.53
2096,2025-11-14,November,2025,"Shaurya bhasin","WOW Hair Oil",Beauty,7,10000.00,39.84,69960.16,-109391.81
630,2024-12-26,December,2024,"Shaurya bhasin","Nike Running Shoes",Sports,999,28669.22,13.45,28640537.33,8179858.49
394,2026-01-09,January,2026,"Shaurya bhasin","Redmi Note 13",Electronics,6,38610.13,110.00,231550.78,131048.08
394,2026-01-09,January,2026,"Shaurya bhasin","Samsung Galaxy A54",Electronics,1,35313.40,-10.00,35323.40,-2095.40
394,2026-01-09,January,2026,"Shaurya bhasin","W Women Kurta",Clothing,4,36854.09,21.77,147394.59,34345.83
2496,2024-04-24,April,2024,NULL,"Sony WH-1000XM5",Electronics,6,18424.05,7.46,110536.84,88218.76
2496,2024-04-24,April,2024,NULL,"Sony WH-1000XM5",Electronics,1,18115.77,3.92,18111.85,8111.85
1865,2024-09-24,September,2024,NULL,"Logitech MX Master 3",Electronics,1,18996.70,NULL,NULL,NULL
1865,2024-09-24,September,2024,NULL,"OnePlus Nord CE3",Electronics,7,10000.00,23.35,69976.65,-22043.74
1389,2025-04-04,April,2025,"Warinder balakrishnan","Allen Solly Formal Shirt",Clothing,4,10000.00,NULL,NULL,NULL
2311,2027-10-05,October,2027,"Anya reddy","OnePlus Nord CE3",Electronics,9,39779.53,23.90,357991.87,212911.96
3378,2025-03-16,March,2025,"Indrajit kothari","WOW Hair Oil",Beauty,2,10000.00,110.00,19890.00,-118565.32
957,2024-07-06,July,2024,"Indrajit kothari","H&M Basic T-Shirt",Clothing,10,11046.20,58.44,110403.56,-160843.84
1454,2024-12-16,December,2024,"david konda","Psychology of Money",Books,10,14484.37,59.15,144784.55,42924.45
1265,2025-06-14,June,2025,"david konda","Mamaearth Face Wash",Beauty,3,9498.44,23.77,28471.55,-52656.64
2601,2025-03-26,March,2025,"Brinda desai","Sony WH-1000XM5",Electronics,999,10000.00,110.00,9989890.00,-21018270.80
2513,2025-05-30,May,2025,"Brinda desai","W Women Kurta",Clothing,8,5676.86,27.03,45387.85,-171441.51
2513,2025-05-30,May,2025,"Brinda desai","Boldfit Yoga Mat",Sports,999,32168.17,NULL,NULL,NULL
373,2024-10-02,October,2024,"Brinda desai","LENOVO IDEAPAD SLIM 3",Electronics,5,99999.99,NULL,NULL,NULL
152,2026-02-19,February,2026,"Dalbir kar","redmi note 13",Electronics,8,99999.99,52.65,799947.27,546631.51
152,2026-02-19,February,2026,"Dalbir kar","Lakme Lipstick",Beauty,1,26385.58,-10.00,26395.58,16395.58
3849,2024-09-19,September,2024,"Indali dutta","OnePlus Nord CE3",Electronics,2,12016.65,110.00,23923.30,-22362.96
3132,2024-07-09,July,2024,"Indali dutta","OnePlus Nord CE3",Electronics,5,4941.41,NULL,NULL,NULL
2322,2024-06-14,June,2024,"Indali dutta","boldfit yoga mat",Sports,4,10000.00,6.60,39993.40,-42038.32
2322,2024-06-14,June,2024,"Indali dutta","LAKME LIPSTICK",Beauty,1,4037.06,-10.00,4047.06,-23501.88
2183,2025-12-09,December,2025,"Indali dutta","h&m basic t-shirt",Clothing,1,32713.11,18.41,32694.70,26401.59
1215,2025-12-21,December,2025,"Indali dutta","Realme Buds Air 3",Electronics,1,10000.00,53.69,9946.31,1964.48
3970,2025-06-19,June,2025,"Isaac merchant","Lenovo IdeaPad Slim 3",Electronics,9,433.72,27.43,3876.05,-8996123.86
3970,2025-06-19,June,2025,"Isaac merchant","Funskool Monopoly",Toys,9,14530.88,110.00,130667.92,112220.80
2008,2025-11-06,November,2025,"Isaac merchant","LEGO Classic Set",Toys,6,33231.04,17.14,199369.10,30915.68
2008,2025-11-06,November,2025,"Isaac merchant","BOLDFIT YOGA MAT",Sports,3,28342.44,20.01,85007.31,-28862.61
2008,2025-11-06,November,2025,"Isaac merchant","Milton Flask","Home & Kitchen",8,23709.96,55.29,189624.39,-81637.13
2008,2025-11-06,November,2025,"Isaac merchant","Psychology of Money",Books,4,762.01,-10.00,3058.04,-29398.12
609,2024-12-16,December,2024,"Isaac merchant","Nike Running Shoes",Sports,2,39904.65,42.74,79766.56,50173.00
178,2025-09-05,September,2025,"Isaac merchant","Lenovo IdeaPad Slim 3",Electronics,5,4462.11,57.25,22253.30,-133322.50
178,2025-09-05,September,2025,"Isaac merchant","LEGO Classic Set",Toys,7,10000.00,-10.00,70010.00,-75444.05
3242,2024-06-17,June,2024,"Rohan doshi","Fire-Boltt Phoenix",Electronics,3,18472.24,110.00,55306.72,25306.72
3242,2024-06-17,June,2024,"Rohan doshi","WOW Hair Oil",Beauty,6,99999.99,22.94,599977.00,475131.76
3242,2024-06-17,June,2024,"Rohan doshi","Fire-Boltt Phoenix",Electronics,7,15155.57,-10.00,106098.99,90310.07
3242,2024-06-17,June,2024,"Rohan doshi","Tata Tea 1kg",Grocery,3,19421.10,52.96,58210.34,37147.91
3755,2026-03-13,March,2026,"Eshana khurana","Lenovo IdeaPad Slim 3",Electronics,NULL,10482.99,32.79,NULL,NULL
674,2024-05-10,May,2024,"Eshana khurana","Boldfit Yoga Mat",Sports,1,33199.55,0.00,33199.55,1655.78
674,2024-05-10,May,2024,"Eshana khurana","Logitech MX Master 3",Electronics,3,7541.70,NULL,NULL,NULL
2465,2025-09-22,September,2025,"Yauvani krish","WOW Hair Oil",Beauty,999,10000.00,110.00,9989890.00,-59168542.34
712,2025-08-18,August,2025,"Yauvani krish","Titan Watch",Others,NULL,10000.00,NULL,NULL,NULL
3529,2025-03-10,March,2025,"Urmi savant","Wings of Fire",Books,3,9667.16,47.42,28954.06,-66731.72
3478,2024-06-14,June,2024,"Urmi savant","Samsung Galaxy A54",Electronics,999,10000.00,-10.00,9990010.00,6434658.91
3609,2025-06-15,June,2025,"Banjeet patil","OnePlus Nord CE3",Electronics,3,26554.65,32.19,79631.76,31271.79
3160,2025-05-03,May,2025,"Banjeet patil","OnePlus Nord CE3",Electronics,10,32696.08,50.19,326910.61,169247.91
1716,2026-02-11,February,2026,"Banjeet patil","Cosco Basketball",Sports,1,31066.35,30.34,31036.01,22641.57
1716,2026-02-11,February,2026,"Banjeet patil","Prestige Induction Cooktop","Home & Kitchen",7,27705.52,110.00,193828.64,-83363.94
1716,2026-02-11,February,2026,"Banjeet patil","Philips Air Fryer","Home & Kitchen",4,5692.41,110.00,22659.64,-17340.36
3628,2024-07-07,July,2024,"Yashasvi chaudhry","LAKME LIPSTICK",Beauty,999,6220.35,18.72,6214110.93,-14987386.35
3764,2026-03-16,March,2026,"amruta venkataraman","apple airpods pro",Electronics,3,39233.48,0.00,117700.44,43899.60
2074,2025-05-13,May,2025,"amruta venkataraman","Cosco Basketball",Sports,8,3171.73,20.21,25353.63,-41801.89
1016,2025-07-20,July,2025,"amruta venkataraman","LEGO Classic Set",Toys,5,5238.73,21.71,26171.94,-123989.51
1016,2025-07-20,July,2025,"amruta venkataraman","Psychology of Money",Books,5,12361.09,16.75,61788.70,10858.65
2778,2024-12-08,December,2024,"Sudiksha dubey","Apple AirPods Pro",Electronics,6,10000.00,20.68,59979.32,-75081.46
3104,2024-08-30,August,2024,"Gauri dara","apple airpods pro",Electronics,4,10000.00,0.00,40000.00,27649.28
3223,2024-10-25,October,2024,"Pranit kalla","Realme Buds Air 3",Electronics,4,16619.07,NULL,NULL,NULL
1845,2025-06-08,June,2025,"Pranit kalla","WOW Hair Oil",Beauty,2,26509.69,15.26,53004.12,27339.66
1730,2026-06-14,June,2026,"Pranit kalla","Allen Solly Formal Shirt",Clothing,2,5971.12,34.93,11907.31,-101791.89
885,2025-04-25,April,2025,"Pranit kalla","Lenovo IdeaPad Slim 3",Electronics,4,27360.20,0.00,109440.80,-15019.84
2066,2026-02-06,February,2026,"Caleb pandey","Funskool Monopoly",Toys,3,5978.65,13.70,17922.25,3475.96
2378,2025-06-19,June,2025,"Dipta dara","Atomic Habits",Books,1,25936.92,4.46,25932.46,-6528.26
201,2024-07-22,July,2024,"Dipta dara","Levis 511 Jeans",Clothing,6,10000.00,56.40,59943.60,-13284.06
201,2024-07-22,July,2024,"Dipta dara","Milton Flask","Home & Kitchen",6,24449.86,22.27,146676.89,-4659.31
2743,2025-06-09,June,2025,"Idika palan","W Women Kurta",Clothing,9,33328.40,48.41,299907.19,37900.09
2657,2024-09-25,September,2024,"Victor pillay","Boldfit Yoga Mat",Sports,4,6414.27,110.00,25547.08,-14452.92
704,2024-06-14,June,2024,"Victor pillay","BOLDFIT YOGA MAT",Sports,3,10000.00,5.75,29994.25,-66095.30
3902,2027-05-19,May,2027,"Jeevika manne","h&m basic t-shirt",Clothing,999,38961.91,49.75,38922898.34,22839617.72
2010,2024-07-15,July,2024,"Jeevika manne","h&m basic t-shirt",Clothing,6,32125.26,44.94,192706.62,32720.88
2010,2024-07-15,July,2024,"Jeevika manne","Titan Watch",Others,1,2923.33,-10.00,2933.33,-61031.40
931,2025-08-02,August,2025,"Fariq bahl","Funskool Monopoly",Toys,2,15620.19,110.00,31130.38,26093.48
405,2025-08-19,August,2025,"Fariq bahl","Lenovo IdeaPad Slim 3",Electronics,1,534.88,32.45,502.43,-999497.56
2514,2024-08-08,August,2024,"Joshua gade","Funskool Monopoly",Toys,8,25118.37,31.51,200915.45,162392.01
2514,2024-08-08,August,2024,"Joshua gade","Realme Buds Air 3",Electronics,1,38002.85,25.79,37977.06,29995.23
1490,2026-02-24,February,2026,"Joshua gade","LEGO Classic Set",Toys,3,23460.95,NULL,NULL,NULL
43,2026-07-12,July,2026,"Joshua gade","Samsung Galaxy A54",Electronics,4,32379.49,41.02,129476.94,115241.30
2958,2026-01-20,January,2026,"Yadavi sidhu","boldfit yoga mat",Sports,8,20380.19,36.12,163005.40,-1058.04
2570,2025-05-12,May,2025,"Yadavi sidhu","BOLDFIT YOGA MAT",Sports,1,25185.46,10.36,25175.10,12780.82
3967,2025-12-31,December,2025,123,"Mamaearth Face Wash",Beauty,8,10000.00,35.40,79964.60,-260949.00
3403,2028-06-01,June,2028,123,"Funskool Monopoly",Toys,NULL,10000.00,6.79,NULL,NULL
2985,2024-11-16,November,2024,123,"Tata Tea 1kg",Grocery,1,16443.64,31.75,16411.89,6411.89
2548,2024-06-19,June,2024,123,"BOLDFIT YOGA MAT",Sports,8,37887.84,49.06,303053.66,46814.86
904,2024-09-23,September,2024,123,"NIKE RUNNING SHOES",Sports,6,38873.13,110.00,233128.78,99160.18
68,2026-04-07,April,2026,123,"Sony WH-1000XM5",Electronics,2,4009.67,0.00,8019.34,579.98
68,2026-04-07,April,2026,123,"LENOVO IDEAPAD SLIM 3",Electronics,8,10000.00,26.41,79973.59,-115342.57
2843,2024-11-19,November,2024,"Jeremiah narang","Titan Watch",Others,2,11926.77,110.00,23743.54,-104185.92
2843,2024-11-19,November,2024,"Jeremiah narang","fire-boltt phoenix",Electronics,6,4202.17,38.16,25174.86,-163.26
1106,2025-07-13,July,2025,"Ladli badami","Levis 511 Jeans",Clothing,1,18411.38,19.35,18392.03,6187.42
1421,2025-05-07,May,2025,"sai swamy","Samsung Galaxy A54",Electronics,NULL,33112.13,3.57,NULL,NULL
1419,2026-04-02,April,2026,"sai swamy","LEGO Classic Set",Toys,6,1802.75,18.82,10797.68,-16241.20
3227,2024-08-31,August,2024,"Karan dora","WINGS OF FIRE",Books,7,30554.83,23.13,213860.68,48753.43
1849,2025-12-04,December,2025,"Karan dora","Redmi Note 13",Electronics,1,99999.99,34.66,99965.33,72640.09
3762,2024-12-23,December,2024,"Akshay radhakrishnan","H&M Basic T-Shirt",Clothing,6,10000.00,2.24,59997.76,-102750.68
3762,2024-12-23,December,2024,"Akshay radhakrishnan","Allen Solly Formal Shirt",Clothing,NULL,10000.00,19.55,NULL,NULL
2901,2025-06-25,June,2025,"Akshay radhakrishnan","LEGO Classic Set",Toys,7,10000.00,-10.00,70010.00,-140216.03
2901,2025-06-25,June,2025,"Akshay radhakrishnan","Titan Watch",Others,2,39026.22,-10.00,78062.44,-49867.02
771,2028-01-22,January,2028,"Akshay radhakrishnan","Lakme Lipstick",Beauty,NULL,10000.00,39.87,NULL,NULL
436,2025-05-02,May,2025,"Akshay radhakrishnan","Apple AirPods Pro",Electronics,1,1227.96,32.35,1195.61,-30222.03
3238,0000-00-00,NULL,0,"Warjas jani @#$","Allen Solly Formal Shirt",Clothing,4,10000.00,44.28,39955.72,-68852.64
3757,2026-01-30,January,2026,"Theodore gara","Boldfit Yoga Mat",Sports,2,32740.85,53.97,65427.73,-4471.45
3757,2026-01-30,January,2026,"Theodore gara","Lenovo IdeaPad Slim 3",Electronics,3,10000.00,-10.00,30010.00,-16895.00
3757,2026-01-30,January,2026,"Theodore gara","Wings of Fire",Books,4,10000.00,32.38,39967.62,-1740.38
1532,0000-00-00,NULL,0,"Theodore gara","Samsung Galaxy A54",Electronics,999,99999.99,0.00,99899990.01,72568598.76
1060,2028-03-25,March,2028,"Theodore gara","Nike Running Shoes",Sports,1,21792.64,23.67,21768.97,1287.81
974,0000-00-00,NULL,0,"Theodore gara","Atomic Habits",Books,8,12105.58,33.80,96810.84,-34895.00
2685,2024-07-01,July,2024,"Osha ahluwalia","Boldfit Yoga Mat",Sports,8,10000.00,19.14,79980.86,-172369.30
1834,2024-07-14,July,2024,"Osha ahluwalia","OnePlus Nord CE3",Electronics,5,30630.66,NULL,NULL,NULL
2318,2025-07-10,July,2025,"Lajita hari","WOW Hair Oil",Beauty,5,36515.34,-10.00,182586.70,118425.55
2895,2024-06-06,June,2024,"Inaya murthy","Titan Watch",Others,2,10000.00,46.94,19953.06,-7634.98
2106,0000-00-00,NULL,0,"Inaya murthy","WOW Hair Oil",Beauty,3,23304.75,-10.00,69924.25,-6940.88
2687,2024-07-19,July,2024,"Hamsini kant","Levis 511 Jeans",Clothing,999,19029.69,34.55,19010625.76,9020625.76
2257,2025-04-01,April,2025,"Omya naidu","OnePlus Nord CE3",Electronics,2,3113.71,3.34,6224.08,-40062.18
2257,2025-04-01,April,2025,"Omya naidu","Realme Buds Air 3",Electronics,6,34605.55,16.19,207617.11,174393.01
2257,2025-04-01,April,2025,"Omya naidu","Psychology of Money",Books,10,22112.41,24.18,221099.92,119239.82
1721,2026-01-31,January,2026,"Omya naidu","Wings of Fire",Books,2,9102.45,50.53,18154.37,-45636.15
445,2026-01-26,January,2026,"Omya naidu","h&m basic t-shirt",Clothing,7,10000.00,44.90,69955.10,25903.33
445,2026-01-26,January,2026,"Omya naidu","Wings of Fire",Books,4,37164.75,49.73,148609.27,106901.27
3105,2024-07-29,July,2024,"Charles behl","Allen Solly Formal Shirt",Clothing,999,19796.51,NULL,NULL,NULL
3105,2024-07-29,July,2024,"Charles behl","Lakme Lipstick",Beauty,1,10000.00,0.90,9999.10,-11528.11
2859,2026-01-23,January,2026,"Charles behl","WOW Hair Oil",Beauty,3,17320.49,-10.00,51971.47,-155711.51
2739,2024-04-28,April,2024,"Charles behl","OnePlus Nord CE3",Electronics,9,16105.21,30.67,144916.22,26604.29
1163,2025-09-16,September,2025,"Charles behl","apple airpods pro",Electronics,7,22342.22,-10.00,156405.54,134791.78
342,2025-05-10,May,2025,"Charles behl","redmi note 13",Electronics,4,26537.60,29.95,106120.45,-20537.43
342,2025-05-10,May,2025,"Charles behl","Boldfit Yoga Mat",Sports,9,10000.00,49.66,89950.34,-224595.97
303,2025-09-27,September,2025,"Charles behl","Titan Watch",Others,9,36717.56,9.94,330448.10,172120.91
1667,2025-09-22,September,2025,"Vaishnavi ratta","WOW Hair Oil",Beauty,999,17435.14,54.78,17417650.08,4598252.31
1667,2025-09-22,September,2025,"Vaishnavi ratta","WOW Hair Oil",Beauty,6,3122.12,-10.00,18742.72,-134987.54
988,2025-03-12,March,2025,"Vaishnavi ratta","Wings of Fire",Books,NULL,33675.75,32.47,NULL,NULL
3492,2024-12-19,December,2024,"Lopa sha","Realme Buds Air 3",Electronics,5,9965.64,2.66,49825.54,-61024.96
